uid,generation,generation_time
030_1077,"Im 18. Jahrhundert fand sich Kambodscha zwischen zwei mächtigen Nachbarn, Thailand und Vietnam, eingeengt. Die Thailänder fielen im 18. Jahrhundert mehrmals in Kambodscha ein und zerstörten 1772 Phnom Penh. In den letzten Jahren des 18. Jahrhunderts fielen auch die Vietnamesen in Kambodscha ein.",0.9352235794067383
030_1055,"Die erste bekannte Fortbewegungsart war das Gehen. Menschen begannen vor zwei Millionen Jahren aufrecht zu gehen, mit dem Auftreten von Homo Erectus (was aufrecht stehender Mensch bedeutet). Ihre Vorfahren, die Australopithecinen, gingen nicht gewohnheitsmäßig aufrecht. Bipedale Spezialisierungen sind in Australopithecus-Fossilien aus der Zeit von 4,2 bis 3,9 Millionen Jahren zu finden, obwohl Sahelanthropus möglicherweise bereits vor sieben Millionen Jahren auf zwei Beinen ging.",1.1885311603546143
030_1593,"Der Wiedereingangsschock tritt schneller auf als der Kulturschock (es gibt weniger von einer Hochzeitsphase), dauert länger und kann schwerwiegender sein. Reisende, die sich leicht an die neue Kultur angepasst haben, haben manchmal besonders große Schwierigkeiten, sich wieder an ihre Heimatkultur anzupassen. Wenn Sie nach dem Leben im Ausland nach Hause zurückkehren, haben Sie sich an die neue Kultur angepasst und einige Ihrer Gewohnheiten aus Ihrer Heimatkultur verloren. Als Sie zuerst ins Ausland gingen, waren die Menschen wahrscheinlich geduldig und verständnisvoll, da sie wussten, dass Reisende in einem neuen Land sich anpassen müssen. Die Menschen erwarten möglicherweise nicht, dass Geduld und Verständnis auch für Reisende, die nach Hause zurückkehren, notwendig sind.",1.8427715301513672
030_1583,"Cinque Terre, was fünf Länder bedeutet, umfasst die fünf kleinen Küstendörfer Riomaggiore, Manarola, Corniglia, Vernazza und Monterosso, die in der italienischen Region Ligurien liegen. Sie sind auf der UNESCO-Weltkulturerbeliste eingetragen. Im Laufe der Jahrhunderte haben die Menschen sorgfältig Terrassen in der rauen, steilen Landschaft bis zu den Klippen gebaut, die über das Meer blicken. Ein Teil ihres Charmes ist das Fehlen sichtbarer Unternehmensentwicklung. Wege, Züge und Boote verbinden die Dörfer, und Autos können sie von außen nicht erreichen.",1.4461069107055664
030_1474,"Von 1.400 Befragten vor der Bundeswahl 2010 wuchs der Anteil derjenigen, die gegen eine Republik Australien sind, seit 2008 um 8 Prozent. Die amtierende Premierministerin Julia Gillard erklärte während des Wahlkampfs der Bundeswahl 2010, dass sie glaube, Australien sollte am Ende der Amtszeit von Königin Elizabeth II. eine Republik werden. 34 Prozent der Befragten teilen diese Ansicht und wünschen sich, dass Königin Elizabeth II. die letzte Monarchin Australiens ist. Am extremen Ende der Umfrage glauben 29 Prozent der Befragten, Australien sollte so schnell wie möglich eine Republik werden, während 31 Prozent der Meinung sind, Australien sollte niemals eine Republik werden.",1.4526190757751465
030_1274,"In Frankreich war das Wählen traditionell eine technologiearme Erfahrung: Wähler isolieren sich in einer Kabine, stecken ein vorbedrucktes Blatt Papier, das ihren bevorzugten Kandidaten anzeigt, in einen Umschlag. Nachdem die Beamten die Identität des Wählers überprüft haben, wirft der Wähler den Umschlag in die Wahlurne und unterschreibt das Wählerverzeichnis. Das französische Wahlrecht kodifiziert die Abläufe ziemlich streng. Seit 1988 müssen Wahlurnen transparent sein, damit Wähler und Beobachter sehen können, dass zu Beginn der Wahl keine Umschläge vorhanden sind und dass keine Umschläge hinzugefügt werden, außer denen der ordnungsgemäß gezählten und autorisierten Wähler. Kandidaten können Vertreter entsenden, um jeden Teil des Prozesses zu beobachten. Am Abend werden die Stimmen von Freiwilligen unter strenger Aufsicht gezählt, wobei spezifische Verfahren befolgt werden.",1.9389722347259521
030_929,"Typisch für die Zeit ist das Kirby Muxloe Castle mehr ein befestigtes Haus als eine echte Burg. Seine großen verglasten Fenster und dünnen Wände hätten einem entschlossenen Angriff nicht lange standhalten können. In den 1480er Jahren, als der Bau von Lord Hastings begonnen wurde, war das Land relativ friedlich und Verteidigung war nur gegen kleine Gruppen umherziehender Plünderer erforderlich.",1.1202425956726074
030_1074,"Eine Zivilisation ist eine einzigartige Kultur, die von einer signifikant großen Gruppe von Menschen geteilt wird, die kooperativ leben und arbeiten, eine Gesellschaft. Das Wort Zivilisation stammt vom lateinischen civilis, was zivil bedeutet, in Verbindung mit dem lateinischen civis, was Bürger bedeutet, und civitas, was Stadt oder Stadtstaat bedeutet, und das auch irgendwie die Größe der Gesellschaft definiert. Stadtstaaten sind die Vorläufer von Nationen. Eine zivilisatorische Kultur impliziert die Weitergabe von Wissen über mehrere Generationen, einen bleibenden kulturellen Fußabdruck und eine faire Verbreitung. Kleinere Kulturen verschwinden oft, ohne relevante historische Beweise zu hinterlassen, und werden nicht als echte Zivilisationen anerkannt.",1.6049580574035645
030_1214,"""Peter Costello, der australische Schatzmeister und der Mann, der am ehesten Premierminister John Howard als Führer der Liberalen Partei nachfolgen wird, hat seine Unterstützung für eine Atomenergieindustrie in Australien bekundet. Herr Costello sagte, dass Australien die Nutzung von Atomenergie verfolgen sollte, wenn die Stromerzeugung aus Kernenergie wirtschaftlich rentabel wird. """"Wenn es kommerziell wird, sollten wir es haben. Das heißt, es gibt keinen grundsätzlichen Einwand gegen Atomenergie,"""" sagte Herr Costello.""",1.1130640506744385
030_1618,"Lebensmittel in Supermärkten zu kaufen, ist normalerweise der günstigste Weg, um sich zu ernähren. Ohne Kochmöglichkeiten sind die Auswahlmöglichkeiten jedoch auf Fertiggerichte beschränkt. Immer häufiger haben Supermärkte ein vielfältigeres Sortiment an Fertiggerichten. Einige bieten sogar eine Mikrowelle oder andere Möglichkeiten zum Erwärmen von Lebensmitteln an. In einigen Ländern oder Arten von Geschäften gibt es mindestens ein Restaurant vor Ort, oft ein eher informelles mit erschwinglichen Preisen.",1.3097577095031738
030_1382,"Die Angreifer von Mumbai trafen am 26. November 2008 mit einem Boot ein und brachten Granaten, automatische Waffen mit sich und griffen mehrere Ziele an, darunter den überfüllten Bahnhof Chhatrapati Shivaji Terminus und das berühmte Taj Mahal Hotel. David Headleys Aufklärung und Informationssammlung hatten dazu beigetragen, den Angriff durch die 10 Bewaffneten der pakistanischen Miliz Laskhar-e-Taiba zu ermöglichen. Der Angriff belastete die Beziehungen zwischen Indien und Pakistan erheblich.",1.06376314163208
030_926,"Die asynchrone Kommunikation fördert die Zeit zur Reflexion und Reaktion auf andere. Sie ermöglicht es den Studierenden, in ihrem eigenen Tempo zu arbeiten und das Tempo der Unterrichtsinformationen zu kontrollieren. Darüber hinaus gibt es weniger Zeitbeschränkungen mit der Möglichkeit flexibler Arbeitszeiten. (Bremer, 1998) Die Nutzung des Internets und des World Wide Web ermöglicht es Lernenden, jederzeit auf Informationen zuzugreifen. Studierende können auch jederzeit Fragen an die Dozenten stellen und erwarten, angemessen schnelle Antworten zu erhalten, anstatt bis zum nächsten persönlichen Treffen warten zu müssen.",1.3386716842651367
030_1374,"Ein Auto bombte detonierte gestern Morgen bei der Polizeizentrale in Gaziantep, Türkei, tötete zwei Polizeibeamte und verletzte mehr als zwanzig andere Personen. Das Büro des Gouverneurs sagte, dass neunzehn der Verletzten Polizeibeamte waren. Die Polizei sagte, sie vermuten einen mutmaßlichen Daesh (ISIL) Kämpfer als verantwortlich für den Anschlag.",1.0352957248687744
030_985,"Menschen stellen seit Tausenden von Jahren Linsen zur Vergrößerung her und verwenden sie. Die ersten echten Teleskope wurden jedoch im Europa im späten 16. Jahrhundert hergestellt. Diese Teleskope verwendeten eine Kombination aus zwei Linsen, um entfernte Objekte näher und größer erscheinen zu lassen.",0.7430422306060791
030_1226,"Eine Bombe explodierte vor dem Büro des Generalgouverneurs. Drei weitere Bomben explodierten in einem Zeitraum von zwei Stunden in der Nähe von Regierungsgebäuden. Einige Berichte geben die offizielle Zahl der Todesopfer mit acht an, und offizielle Berichte bestätigen, dass bis zu 30 Personen verletzt wurden; aber die endgültigen Zahlen sind noch nicht bekannt.",0.903745174407959
030_1128,"Zeit ist etwas, das uns umgibt und alles, was wir tun, beeinflusst, aber schwer zu verstehen ist. Zeit wurde von religiösen, philosophischen und wissenschaftlichen Gelehrten seit Tausenden von Jahren untersucht. Wir erleben Zeit als eine Reihe von Ereignissen, die von der Zukunft über die Gegenwart in die Vergangenheit verlaufen. Zeit ist auch, wie wir die Dauer (Länge) von Ereignissen vergleichen. Sie können den Verlauf der Zeit selbst markieren, indem Sie die Wiederholung eines zyklischen Ereignisses beobachten. Ein zyklisches Ereignis ist etwas, das regelmäßig immer wieder passiert.",1.2262177467346191
030_1184,"Laut dem neuesten Bulletin deuteten die Pegelmessungen darauf hin, dass ein Tsunami erzeugt wurde. Es wurden einige definitive Tsunami-Aktivitäten in der Nähe von Pago Pago und Niue aufgezeichnet. In Tonga wurden keine größeren Schäden oder Verletzungen gemeldet, aber der Strom fiel vorübergehend aus, was Berichten zufolge die tonganischen Behörden daran hinderte, die vom PTWC ausgegebene Tsunami-Warnung zu erhalten. Vierzehn Schulen in Hawaii, die sich an oder in der Nähe von Küstenlinien befinden, wurden den gesamten Mittwoch über geschlossen, obwohl die Warnungen aufgehoben wurden.",1.1738874912261963
030_1647,"Typisch für Norwegen sind steile Fjorde und Täler, die plötzlich einem hohen, mehr oder weniger ebenen Plateau weichen. Diese Plateaus werden oft als ""vidde"" bezeichnet, was einen weiten, offenen, baumlosen Raum, eine grenzenlose Weite bedeutet. In Rogaland und Agder werden sie normalerweise ""hei"" genannt, was ein baumloses Moorland bedeutet, das oft mit Heidekraut bedeckt ist.",1.0002589225769043
030_1609,"Brillen können in einem fremden Land günstiger sein, insbesondere in einkommensschwachen Ländern, in denen die Arbeitskosten niedriger sind. Ziehen Sie in Betracht, sich zu Hause eine Augenuntersuchung machen zu lassen, insbesondere wenn die Versicherung dies abdeckt, und bringen Sie das Rezept mit, um es anderswo einzureichen. Hochwertige Markenfassungen, die in solchen Gegenden erhältlich sind, können zwei Probleme haben: Einige können Fälschungen sein, und die echten importierten Modelle können teurer sein als zu Hause.",1.1913373470306396
030_1424,"Rote Flut wird durch eine höhere als normale Konzentration von Karenia brevis verursacht, einem natürlich vorkommenden einzelligen marinen Organismus. Natürliche Faktoren können sich überschneiden, um ideale Bedingungen zu schaffen, die es diesem Algen ermöglichen, sich dramatisch zu vermehren. Die Algen produzieren ein Neurotoxin, das Nerven sowohl bei Menschen als auch bei Fischen lähmen kann. Fische sterben oft aufgrund der hohen Konzentrationen des Toxins im Wasser. Menschen können betroffen sein, indem sie kontaminiertes Wasser einatmen, das durch Wind und Wellen in die Luft gelangt.",1.2748026847839355
030_1529,"Fliegen kann für Menschen jeden Alters und jeder Herkunft eine beängstigende Erfahrung sein, insbesondere wenn sie noch nie geflogen sind oder ein traumatisches Ereignis erlebt haben. Es ist nichts, wofür man sich schämen müsste: es ist nicht anders als die persönlichen Ängste und Abneigungen anderer Dinge, die viele Menschen haben. Für einige kann es hilfreich sein, etwas darüber zu verstehen, wie Flugzeuge funktionieren und was während eines Fluges passiert, um eine Angst zu überwinden, die auf dem Unbekannten oder dem Gefühl, keine Kontrolle zu haben, basiert.",1.199277639389038
030_1140,"Wie würde die Schwerkraft von Io auf mich wirken? Wenn Sie auf der Oberfläche von Io stehen würden, würden Sie weniger wiegen als auf der Erde. Eine Person, die auf der Erde 200 Pfund (90 kg) wiegt, würde auf Io etwa 36 Pfund (16 kg) wiegen. Die Schwerkraft zieht also natürlich weniger an Ihnen.",0.9285440444946289
030_983,"Tornados treffen im Vergleich zu anderen gewalttätigen Stürmen ein kleines Gebiet, aber sie können alles in ihrem Weg zerstören. Tornados reißen Bäume aus, reißen Bretter von Gebäuden und schleudern Autos in den Himmel. Die gewalttätigsten zwei Prozent der Tornados dauern mehr als drei Stunden. Diese Monsterstürme haben Windgeschwindigkeiten von bis zu 480 km/h (133 m/s; 300 mph).",1.2019920349121094
030_1289,"Im Laufe der 1960er Jahre arbeitete Brzezinski als Berater für John F. Kennedy und dann für die Lyndon B. Johnson-Administration. Während der Wahlen 1976 beriet er Carter in Fragen der Außenpolitik und diente dann von 1977 bis 1981 als Nationaler Sicherheitsberater (NSA), nachdem er Henry Kissinger nachfolgte. Als NSA half er Carter dabei, die weltpolitischen Angelegenheiten diplomatisch zu bewältigen, wie zum Beispiel die Camp-David-Abkommen von 1978; die Normalisierung der US-chinesischen Beziehungen in den späten 1970er Jahren; die Iranische Revolution, die zur Geiselnahme von Amerikanern im Iran 1979 führte; und die sowjetische Invasion in Afghanistan 1979.",1.6274516582489014
030_1119,"Die Klinge eines modernen Eislaufschuhs hat eine doppelte Kante mit einer konkaven Vertiefung dazwischen. Die beiden Kanten ermöglichen einen besseren Halt auf dem Eis, selbst wenn sie geneigt sind. Da der Boden der Klinge leicht gebogen ist, krümmt sich die Kante, die mit dem Eis in Kontakt steht, ebenfalls, wenn die Klinge zur einen oder anderen Seite geneigt wird. Dies führt dazu, dass der Eiskunstläufer sich dreht. Wenn die Schlittschuhe nach rechts geneigt sind, dreht sich der Eiskunstläufer nach rechts, wenn die Schlittschuhe nach links geneigt sind, dreht sich der Eiskunstläufer nach links.",1.3061001300811768
030_1526,"""Nicht alle waren für die Einbeziehung der Frauenränge. Der olympische Silbermedaillengewinner von 2004, Amir Khan, sagte: """"Tief im Inneren denke ich, dass Frauen nicht kämpfen sollten. Das ist meine Meinung."""" Trotz seiner Kommentare sagte er, dass er die britischen Wettkämpfer bei den Olympischen Spielen 2012 in London unterstützen wird.""",0.9385852813720703
030_1521,"Robin Uthappa erzielte die höchste Innings-Punktzahl von 70 Runs in nur 41 Bällen, indem er 11 Vierer und 2 Sechser schlug. Die Mittelordnungsspieler Sachin Tendulkar und Rahul Dravid spielten gut und erzielten eine Partnerschaft von hundert Runs. Doch nach dem Verlust des Wickets des Kapitäns machte Indien nur 36 Runs und verlor 7 Wickets, um das Innings zu beenden.",1.0125432014465332
030_1075,"Die Drukgyal Dzong ist eine Ruinenfestung und ein buddhistisches Kloster im oberen Teil des Paro-Distrikts (im Dorf Phondey). Es wird gesagt, dass Zhabdrung Ngawang Namgyel 1649 die Festung errichtete, um seinen Sieg über die tibetisch-mongolischen Streitkräfte zu commemorieren. 1951 führte ein Feuer dazu, dass nur einige der Reliquien der Drukgyal Dzong erhalten blieben, wie das Bild von Zhabdrung Ngawang Namgyel. Nach dem Feuer wurde die Festung erhalten und geschützt und bleibt eine der sensationellsten Attraktionen Bhutans.",1.6591520309448242
030_1189,"Das Gefängnis Abu Ghraib im Irak wurde während eines Aufstands in Brand gesetzt. Das Gefängnis wurde berüchtigt, nachdem Misshandlungen von Gefangenen entdeckt wurden, nachdem US-Truppen die Kontrolle übernommen hatten.",0.7043449878692627
030_1742,"Im Sommer musst du besonders auf Mücken achten, wenn du dich entscheidest, durch den Regenwald zu wandern. Selbst wenn du durch den subtropischen Regenwald fährst, reichen ein paar Sekunden mit offenen Türen, während du ins Fahrzeug steigst, aus, damit Mücken mit dir ins Fahrzeug gelangen.",0.8264064788818359
030_1162,"Jedes Jahr reisen im Oktober fast 1,5 Millionen Pflanzenfresser von den nördlichen Hügeln zu den südlichen Ebenen und überqueren den Mara-Fluss, um die Regenzeit zu erleben. Und dann kehren sie wieder nach Norden durch den Westen zurück, wobei sie erneut den Mara-Fluss überqueren, nachdem die Regenzeit etwa im April vorbei ist. Die Serengeti-Region umfasst den Serengeti-Nationalpark, das Ngorongoro-Schutzgebiet und das Maswa-Jagdreservat in Tansania sowie das Maasai Mara-Nationalreservat in Kenia.",1.2647216320037842
030_1633,"Die Gletscher sind nicht stabil, sondern fließen den Berg hinunter. Dies führt zu Rissen und Spalten, die möglicherweise durch Schneebrücken verdeckt sind. Die Wände und Dächer von Eishöhlen können einstürzen und Risse können sich schließen. Am Rand der Gletscher brechen riesige Blöcke los, fallen herunter und springen oder rollen möglicherweise weiter vom Rand weg.",0.906470537185669
030_1627,"Casinos unternehmen typischerweise viele Anstrengungen, um die Zeit und das Geld, die von Gästen ausgegeben werden, zu maximieren. Fenster und Uhren sind normalerweise nicht vorhanden, und Ausgänge können schwer zu finden sein. Sie haben in der Regel besondere Angebote für Essen, Getränke und Unterhaltung, um die Gäste in guter Stimmung zu halten und sie im Haus zu behalten. Einige Veranstaltungsorte bieten alkoholische Getränke auf Kosten des Hauses an. Allerdings beeinträchtigt Trunkenheit das Urteilsvermögen, und alle guten Spieler wissen, wie wichtig es ist, nüchtern zu bleiben.",1.290029764175415
030_1423,"Auf ihrem Höhepunkt erreichte der tropische Zyklon Gonu, benannt nach einer Tasche aus Palmblättern in der Sprache der Malediven, anhaltende Winde von 240 Kilometern pro Stunde (149 Meilen pro Stunde). Bis heute Morgen lagen die Winde bei etwa 83 km/h, und es wurde erwartet, dass sie weiter nachlassen.",0.9354839324951172
030_1271,"Als der Kampf nach dem Transport der Verwundeten ins Krankenhaus zum Stillstand kam, blieben etwa 40 der verbleibenden Insassen im Hof und weigerten sich, in ihre Zellen zurückzukehren. Verhandler versuchten, die Situation zu bereinigen, aber die Forderungen der Gefangenen sind unklar. Zwischen 22:00 und 23:00 Uhr MDT wurde im Hof von den Insassen ein Feuer gelegt. Bald darauf betraten Beamte mit Einsatzschutzkleidung den Hof und drängten die Insassen mit Tränengas in die Enge. Die Feuerwehr konnte das Feuer schließlich bis 23:35 Uhr löschen.",1.3888323307037354
030_1175,"Die Dinge liefen für die Italiener in Nordafrika fast von Anfang an schlecht. Innerhalb einer Woche nach Italiens Kriegserklärung am 10. Juni 1940 hatten die britischen 11. Husaren Fort Capuzzo in Libyen erobert. In einem Hinterhalt östlich von Bardia fangen die Briten den Ingenieurchef der italienischen Zehnten Armee, General Lastucci, ein. Am 28. Juni wurde Marschall Italo Balbo, der Generalgouverneur von Libyen und offensichtliche Erbe Mussolinis, bei einem freundlichen Feuer getötet, während er in Tobruk landete.",1.628136396408081
030_961,"Bald nach Ausbruch der Feindseligkeiten initiierte Großbritannien eine Seeblockade gegen Deutschland. Die Strategie erwies sich als effektiv, da sie wichtige militärische und zivile Lieferungen abschnitt, obwohl diese Blockade gegen allgemein akzeptiertes Völkerrecht verstieß, das in mehreren internationalen Abkommen der letzten zwei Jahrhunderte kodifiziert wurde. Großbritannien verlegte Minen in internationalen Gewässern, um zu verhindern, dass Schiffe in ganze Ozeanteile eindringen konnten, was sogar für neutrale Schiffe gefährlich war. Da es eine begrenzte Antwort auf diese Taktik gab, erwartete Deutschland eine ähnliche Reaktion auf seine uneingeschränkte U-Boot-Kriegsführung.",1.484760046005249
030_1320,"Brasilien ist das größte römisch-katholische Land der Erde, und die römisch-katholische Kirche hat sich konsequent gegen die Legalisierung der gleichgeschlechtlichen Ehe im Land ausgesprochen. Der nationale Kongress Brasiliens hat seit 10 Jahren über die Legalisierung debattiert, und solche Zivilehen sind derzeit nur im Rio Grande do Sul legal. Der ursprüngliche Gesetzesentwurf wurde von der ehemaligen Bürgermeisterin von São Paulo, Marta Suplicy, ausgearbeitet. Die vorgeschlagene Gesetzgebung, nach Änderungen, liegt nun in den Händen von Roberto Jefferson. Protestierende hoffen, eine Petition mit 1,2 Millionen Unterschriften zu sammeln, die sie im November dem nationalen Kongress vorlegen wollen.",1.4780910015106201
030_1740,"Während Sie möglicherweise kein Visum für kurze Besuche in bestimmten Ländern als Tourist oder für geschäftliche Zwecke benötigen, erfordert ein Aufenthalt dort als internationaler Student im Allgemeinen einen längeren Aufenthalt als nur als gelegentlicher Tourist. Im Allgemeinen erfordert ein längerer Aufenthalt in einem fremden Land, dass Sie im Voraus ein Visum beantragen. Studentenvisa haben im Allgemeinen andere Anforderungen und Antragsverfahren als normale Touristen- oder Geschäftsvisa. Für die meisten Länder benötigen Sie ein Angebotsschreiben von der Institution, an der Sie studieren möchten, sowie einen Nachweis über finanzielle Mittel, um sich mindestens im ersten Jahr Ihres Studiums selbst zu unterstützen. Überprüfen Sie die Anforderungen bei der Institution sowie bei der Einwanderungsbehörde des Landes, in dem Sie studieren möchten.",1.3438739776611328
030_960,"Kurz nach dem Ausbruch der Feindseligkeiten begann Großbritannien mit einer Seeblockade gegen Deutschland. Die Strategie erwies sich als effektiv, da sie lebenswichtige militärische und zivile Lieferungen abschnitt, obwohl diese Blockade gegen allgemein akzeptiertes internationales Recht verstieß, das durch mehrere internationale Abkommen der letzten zwei Jahrhunderte kodifiziert wurde. Großbritannien minierte internationale Gewässer, um zu verhindern, dass Schiffe ganze Ozeanteile betreten, was selbst für neutrale Schiffe eine Gefahr darstellte. Da es auf diese Taktik nur eine begrenzte Reaktion gab, erwartete Deutschland eine ähnliche Reaktion auf seine uneingeschränkte U-Boot-Kriegsführung.",1.3295814990997314
030_1711,"Während die Einwanderungsprüfung bei der Ankunft in der Heimat normalerweise fehlt oder eine Formalität ist, kann die Zollkontrolle lästig sein. Stellen Sie sicher, dass Sie wissen, was Sie mitbringen dürfen und was nicht, und deklarieren Sie alles, was die gesetzlichen Grenzen überschreitet.",0.7427506446838379
030_1698,"""Die Guaraní waren die bedeutendste indigene Gruppe, die das heutige Ostparaguay bewohnte, und lebten als semi-nomadische Jäger, die auch Subsistenzlandwirtschaft betrieben. Die Chaco-Region war die Heimat anderer Gruppen indigener Stämme wie der Guaycurú und Payaguá, die durch Jagen, Sammeln und Fischen überlebten. Im 16. Jahrhundert wurde Paraguay, früher als 'Die Riesenprovinz der Indias' bezeichnet, als Ergebnis der Begegnung spanischer Eroberer mit den einheimischen indigenen Gruppen geboren. Die Spanier begannen die Kolonialisierungsperiode, die drei Jahrhunderte dauerte. Seit der Gründung von Asunción im Jahr 1537 hat Paraguay es geschafft, einen großen Teil seines indigenen Charakters und seiner Identität zu bewahren.""",1.5329258441925049
030_1417,"Während die Behörden sich über die Glaubwürdigkeit der Bedrohung unsicher sind, hat die Verkehrsbehörde von Maryland die Schließung auf Drängen des FBI vorgenommen. Müllwagen wurden eingesetzt, um die Eingänge zu den Röhren zu blockieren, und die Unterstützung von 80 Polizisten war vor Ort, um Autofahrer zu Umleitungen zu leiten. Es wurden keine schweren Verkehrsverzögerungen auf dem Autobahnring, der alternativen Route der Stadt, gemeldet.",1.1974990367889404
